#SEED: 0.09206823888234794
SAT0,-43.827828323279114,-57.65762946857603,408.985011318379
SAT1,89.40192834112938,2.276872102171552,506.3676407089294
SAT2,22.520110927546213,-132.36242233063754,397.41820997668873
SAT3,-60.041940024985934,-80.95653479777795,528.5662062685989
SAT4,-77.21085786398574,-34.96079281565352,468.92526013715155
SAT5,-56.47435673749597,-97.4080630984256,360.23251975753806
SAT6,71.79007272979527,-85.8779385542374,359.73781649344784
SAT7,78.83199192292957,-166.1270053211095,379.4430036754114
SAT8,-8.713547324503594,34.791139206382894,347.14784393002043
SAT9,55.880841227154576,-31.859549314188598,666.0704161021545
SAT10,-62.97107611460251,-124.9977711643755,675.5011710844674
SAT11,-66.54047873854148,22.034365174972095,681.7604037147128
SAT12,-69.54252311329692,151.8732910367998,416.4444008526036
SAT13,27.461346994631313,23.027409514947436,556.3501444459297
SAT14,-66.32782123589608,-130.13642715557717,637.1361231934682
SAT15,73.94531495117937,-76.65637119911261,693.1988230706252
SAT16,69.59381755219582,-43.27908171813834,610.0464560216133
SAT17,-72.36544035506724,64.12685104790418,482.9458796818416
SAT18,-47.756037695109036,-117.6759774684911,538.4698279716292
SAT19,-32.45010504873586,53.98575494217437,336.03203927214963
ROUTE,-86.9202714890188,-134.07083164487554,68.86010952035221,26.10156541260062
